id	family	commonName	otherName
Amazona barbadensis	Psittacidae	Yellow-shouldered Amazon	NULL
Amazona brasiliensis	Psittacidae	Red-tailed Amazon	NULL
Amazona collaria	Psittacidae	Yellow-billed Amazon	NULL
Amazona diadema	Psittacidae	Diademed Amazon	NULL
Amazona dufresniana	Psittacidae	Blue-cheeked Amazon	NULL
Amazona farinosa	Psittacidae	Southern Mealy Amazon	NULL
Amazona festiva	Psittacidae	Festive Amazon	NULL
Amazona finschi	Psittacidae	Lilac-crowned Amazon	NULL
Amazona guatemalae	Psittacidae	Northern Mealy Amazon	NULL
Amazona guildingii	Psittacidae	St. Vincent Amazon	NULL
Amazona imperialis	Psittacidae	Imperial Amazon	NULL
Amazona kawalli	Psittacidae	Kawall's Amazon	NULL
Amazona leucocephala	Psittacidae	Cuban Amazon	NULL
Amazona martinicana	Psittacidae	Martinique Parrot	NULL
Amazona mercenarius	Psittacidae	Scaly-naped Amazon	NULL
Amazona ochrocephala	Psittacidae	Yellow-crowned Amazon	NULL
Amazona oratrix	Psittacidae	Yellow-headed Amazon	NULL
Amazona pretrei	Psittacidae	Red-spectacled Amazon	NULL
Amazona rhodocorytha	Psittacidae	Red-browed Amazon	NULL
Amazona tresmariae	Psittacidae	Tres Marias Amazon	NULL
Amazona tucumana	Psittacidae	Tucuman Amazon	NULL
Amazona ventralis	Psittacidae	Hispaniolan Amazon	NULL
Amazona versicolor	Psittacidae	St. Lucia Amazon	NULL
Amazona vinacea	Psittacidae	Vinaceous-breasted Amazon	NULL
Amazona violacea	Psittacidae	Guadeloupe Parrot	NULL
Amazona viridigenalis	Psittacidae	Red-crowned Amazon	NULL
Amazona vittata	Psittacidae	Puerto Rican Amazon	NULL
Amazona xantholora	Psittacidae	Yucatan Amazon	NULL
Amazonetta brasiliensis	Anatidae	Brazilian Teal	NULL
Amblycercus holosericeus	Icteridae	Yellow-billed Cacique	NULL
Amblyornis flavifrons	Ptilonorhynchidae	Golden-fronted Bowerbird	NULL
Amblyornis germanus	Ptilonorhynchidae	Huon Bowerbird	NULL
Amblyornis inornata	Ptilonorhynchidae	Vogelkop Bowerbird	NULL
Amblyornis macgregoriae	Ptilonorhynchidae	MacGregor's Bowerbird	NULL
Amblyornis subalaris	Ptilonorhynchidae	Streaked Bowerbird	NULL
Amblyospiza albifrons	Ploceidae	Thick-billed Weaver	NULL
Amblyramphus holosericeus	Icteridae	Scarlet-headed Blackbird	NULL
Ammodramus aurifrons	Passerellidae	Yellow-browed Sparrow	NULL
Ammodramus humeralis	Passerellidae	Grassland Sparrow	NULL
Ammodramus savannarum	Passerellidae	Grasshopper Sparrow	NULL
Ammomanes cinctura	Alaudidae	Bar-tailed Lark	NULL
Ammomanes deserti	Alaudidae	Desert Lark	NULL
Ammomanes phoenicura	Alaudidae	Rufous-tailed Lark	NULL
Ammomanopsis grayi	Alaudidae	Gray's Lark	NULL
Ammonastes pelzelni	Thamnophilidae	Grey-bellied Antbird	NULL
Ammoperdix griseogularis	Phasianidae	See-see Partridge	NULL
Ammoperdix heyi	Phasianidae	Sand Partridge	NULL
Ammospiza caudacuta	Passerellidae	Saltmarsh Sparrow	NULL
Ammospiza leconteii	Passerellidae	LeConte's Sparrow	NULL
Ammospiza maritima	Passerellidae	Seaside Sparrow	NULL
Ammospiza nelsoni	Passerellidae	Nelson's Sparrow	NULL
Ampeliceps coronatus	Sturnidae	Golden-crested Myna	NULL
Ampelioides tschudii	Cotingidae	Scaled Fruiteater	NULL
Ampelion rubrocristatus	Cotingidae	Red-crested Cotinga	NULL
Ampelion rufaxilla	Cotingidae	Chestnut-crested Cotinga	NULL
Ampelornis griseiceps	Thamnophilidae	Grey-headed Antbird	NULL
Amphispiza bilineata	Passerellidae	Black-throated Sparrow	NULL
Amphispizopsis quinquestriata	Passerellidae	Five-striped Sparrow	NULL
Amytornis ballarae	Maluridae	Kalkadoon Grasswren	NULL
Amytornis barbatus	Maluridae	Grey Grasswren	NULL
Amytornis dorotheae	Maluridae	Carpentarian Grasswren	NULL
Amytornis goyderi	Maluridae	Eyrean Grasswren	NULL
Amytornis housei	Maluridae	Black Grasswren	NULL
Amytornis merrotsyi	Maluridae	Short-tailed Grasswren	NULL
Amytornis modestus	Maluridae	Thick-billed Grasswren	NULL
Amytornis purnelli	Maluridae	Dusky Grasswren	NULL
Amytornis rowleyi	Maluridae	Opalton Grasswren	NULL
Amytornis striatus	Maluridae	Striated Grasswren	NULL
Amytornis textilis	Maluridae	Western Grasswren	NULL
Amytornis whitei	Maluridae	Rufous Grasswren	NULL
Amytornis woodwardi	Maluridae	White-throated Grasswren	NULL
Anabacerthia amaurotis	Furnariidae	White-browed Foliage-gleaner	NULL
Anabacerthia lichtensteini	Furnariidae	Ochre-breasted Foliage-gleaner	NULL
Anabacerthia ruficaudata	Furnariidae	Rufous-tailed Foliage-gleaner	NULL
Anabacerthia striaticollis	Furnariidae	Montane Foliage-gleaner	NULL
Anabacerthia variegaticeps	Furnariidae	Scaly-throated Foliage-gleaner	NULL
Anabathmis hartlaubii	Nectariniidae	Principe Sunbird	NULL
Anabathmis newtonii	Nectariniidae	Newton's Sunbird	NULL
Anabathmis reichenbachii	Nectariniidae	Reichenbach's Sunbird	NULL
Anabazenops dorsalis	Furnariidae	Bamboo Foliage-gleaner	NULL
Anabazenops fuscus	Furnariidae	White-collared Foliage-gleaner	NULL
Anairetes alpinus	Tyrannidae	Ash-breasted Tit-Tyrant	NULL
Anairetes fernandezianus	Tyrannidae	Juan Fernandez Tit-Tyrant	NULL
Anairetes flavirostris	Tyrannidae	Yellow-billed Tit-Tyrant	NULL
Anairetes nigrocristatus	Tyrannidae	Black-crested Tit-Tyrant	NULL
Anairetes parulus	Tyrannidae	Tufted Tit-Tyrant	NULL
Anairetes reguloides	Tyrannidae	Pied-crested Tit-Tyrant	NULL
Anaplectes rubriceps	Ploceidae	Red-headed Weaver	NULL
Anarhynchus frontalis	Charadriidae	Wrybill	NULL
Anas acuta	Anatidae	Northern Pintail	NULL
Anas albogularis	Anatidae	Andaman Teal	NULL
Anas andium	Anatidae	Andean Teal	NULL
Anas aucklandica	Anatidae	Auckland Teal	NULL
Anas bahamensis	Anatidae	White-cheeked Pintail	NULL
Anas bernieri	Anatidae	Bernier's Teal	NULL
Anas capensis	Anatidae	Cape Teal	NULL
Anas carolinensis	Anatidae	Green-winged Teal	NULL
Anas castanea	Anatidae	Chestnut Teal	NULL
Anas chlorotis	Anatidae	Brown Teal	NULL
Anas crecca	Anatidae	Eurasian Teal	NULL
Anas diazi	Anatidae	Mexican Duck	NULL
Anas eatoni	Anatidae	Eaton's Pintail	NULL
Anas erythrorhyncha	Anatidae	Red-billed Teal	NULL
Anas flavirostris	Anatidae	Yellow-billed Teal	NULL
Anas fulvigula	Anatidae	Mottled Duck	NULL
Anas georgica	Anatidae	Yellow-billed Pintail	NULL
Anas gibberifrons	Anatidae	Sunda Teal	NULL
Anas gracilis	Anatidae	Grey Teal	NULL
Anas laysanensis	Anatidae	Laysan Duck	NULL
Anas luzonica	Anatidae	Philippine Duck	NULL
Anas melleri	Anatidae	Meller's Duck	NULL
Anas nesiotis	Anatidae	Campbell Teal	NULL
Anas platyrhynchos	Anatidae	Mallard	NULL
Anas platyrhynchos domesticus	Anatidae	Domestic Duck	NULL
Anas poecilorhyncha	Anatidae	Indian Spot-billed Duck	NULL
Anas rubripes	Anatidae	American Black Duck	NULL
Anas sparsa	Anatidae	African Black Duck	NULL
Anas superciliosa	Anatidae	Pacific Black Duck	NULL
Anas theodori	Anatidae	Mascarene Teal	NULL
Anas undulata	Anatidae	Yellow-billed Duck	NULL
Anas wyvilliana	Anatidae	Hawaiian Duck	NULL
Anas zonorhyncha	Anatidae	Eastern Spot-billed Duck	NULL
Anastomus lamelligerus	Ciconiidae	African Openbill	NULL
Anastomus oscitans	Ciconiidae	Asian Openbill	NULL
Ancistrops strigilatus	Furnariidae	Chestnut-winged Hookbill	NULL
Andigena cucullata	Ramphastidae	Hooded Mountain Toucan	NULL
Andigena hypoglauca	Ramphastidae	Grey-breasted Mountain Toucan	NULL
Andigena laminirostris	Ramphastidae	Plate-billed Mountain Toucan	NULL
Andigena nigrirostris	Ramphastidae	Black-billed Mountain Toucan	NULL
Androdon aequatorialis	Trochilidae	Tooth-billed Hummingbird	NULL
Andropadus importunus	Pycnonotidae	Sombre Greenbul	NULL
Androphobus viridis	Psophodidae	Papuan Whipbird	NULL
Anhima cornuta	Anhimidae	Horned Screamer	NULL
Anhinga anhinga	Anhingidae	Anhinga	NULL
Anhinga melanogaster	Anhingidae	Oriental Darter	NULL
Anhinga novaehollandiae	Anhingidae	Australasian Darter	NULL
Anhinga rufa	Anhingidae	African Darter	NULL
Anisognathus igniventris	Thraupidae	Scarlet-bellied Mountain Tanager	NULL
Anisognathus lacrymosus	Thraupidae	Lacrimose Mountain Tanager	NULL
Anisognathus melanogenys	Thraupidae	Santa Marta Mountain Tanager	NULL
Anisognathus notabilis	Thraupidae	Black-chinned Mountain Tanager	NULL
Anisognathus somptuosus	Thraupidae	Blue-winged Mountain Tanager	NULL
Anodorhynchus glaucus	Psittacidae	Glaucous Macaw	NULL
Anodorhynchus hyacinthinus	Psittacidae	Hyacinth Macaw	NULL
Anodorhynchus leari	Psittacidae	Lear's Macaw	NULL
Anomalospiza imberbis	Viduidae	Cuckoo-finch	NULL
Anopetia gounellei	Trochilidae	Broad-tipped Hermit	NULL
Anorrhinus austeni	Bucerotidae	Austen's Brown Hornbill	NULL
Anorrhinus galeritus	Bucerotidae	Bushy-crested Hornbill	NULL
Anorrhinus tickelli	Bucerotidae	Tickell's Brown Hornbill	NULL
Anous albivitta	Laridae	Grey Noddy	NULL
Anous ceruleus	Laridae	Blue Noddy	NULL
Anous minutus	Laridae	Black Noddy	NULL
Anous stolidus	Laridae	Brown Noddy	NULL
Anous tenuirostris	Laridae	Lesser Noddy	NULL
Anser albifrons	Anatidae	Greater White-fronted Goose	NULL
Anser anser	Anatidae	Greylag Goose	NULL
Anser brachyrhynchus	Anatidae	Pink-footed Goose	NULL
Anser caerulescens	Anatidae	Snow Goose	NULL
Anser canagicus	Anatidae	Emperor Goose	NULL
Anser cygnoides	Anatidae	Swan Goose	NULL
Anser erythropus	Anatidae	Lesser White-fronted Goose	NULL
Anser fabalis	Anatidae	Taiga Bean Goose	NULL
Anser indicus	Anatidae	Bar-headed Goose	NULL
Anser rossii	Anatidae	Ross's Goose	NULL
Anser serrirostris	Anatidae	Tundra Bean Goose	NULL
Anseranas semipalmata	Anseranatidae	Magpie Goose	NULL
Anthipes monileger	Muscicapidae	White-gorgeted Flycatcher	NULL
Anthipes solitaris	Muscicapidae	Rufous-browed Flycatcher	NULL
Anthobaphes violacea	Nectariniidae	Orange-breasted Sunbird	NULL
Anthocephala berlepschi	Trochilidae	Tolima Blossomcrown	NULL
Anthocephala floriceps	Trochilidae	Santa Marta Blossomcrown	NULL
Anthochaera carunculata	Meliphagidae	Red Wattlebird	NULL
Anthochaera chrysoptera	Meliphagidae	Little Wattlebird	NULL
Anthochaera lunulata	Meliphagidae	Western Wattlebird	NULL
Anthochaera paradoxa	Meliphagidae	Yellow Wattlebird	NULL
Anthochaera phrygia	Meliphagidae	Regent Honeyeater	NULL
Anthornis melanocephala	Meliphagidae	Chatham Bellbird	NULL
Anthornis melanura	Meliphagidae	New Zealand Bellbird	NULL
Anthoscopus caroli	Remizidae	Grey Penduline Tit	NULL
Anthoscopus flavifrons	Remizidae	Forest Penduline Tit	NULL
Anthoscopus minutus	Remizidae	Cape Penduline Tit	NULL
Anthoscopus musculus	Remizidae	Mouse-colored Penduline Tit	NULL
Anthoscopus parvulus	Remizidae	Yellow Penduline Tit	NULL
Anthoscopus punctifrons	Remizidae	Sennar Penduline Tit	NULL
Anthracoceros albirostris	Bucerotidae	Oriental Pied Hornbill	NULL
Anthracoceros coronatus	Bucerotidae	Malabar Pied Hornbill	NULL
Anthracoceros malayanus	Bucerotidae	Black Hornbill	NULL
Anthracoceros marchei	Bucerotidae	Palawan Hornbill	NULL
Anthracoceros montani	Bucerotidae	Sulu Hornbill	NULL
Anthracothorax aurulentus	Trochilidae	Puerto Rican Mango	NULL
Anthracothorax dominicus	Trochilidae	Hispaniolan Mango	Antillean Mango
Anthracothorax mango	Trochilidae	Jamaican Mango	NULL
Anthracothorax nigricollis	Trochilidae	Black-throated Mango	NULL
Anthracothorax prevostii	Trochilidae	Green-breasted Mango	NULL
Anthracothorax veraguensis	Trochilidae	Veraguan Mango	NULL
Anthracothorax viridigula	Trochilidae	Green-throated Mango	NULL
Anthracothorax viridis	Trochilidae	Green Mango	NULL
Anthreptes anchietae	Nectariniidae	Anchieta's Sunbird	NULL
Anthreptes aurantius	Nectariniidae	Violet-tailed Sunbird	NULL
Anthreptes gabonicus	Nectariniidae	Mangrove Sunbird	NULL
Anthreptes griseigularis	Nectariniidae	Grey-throated Sunbird	NULL
Anthreptes longuemarei	Nectariniidae	Western Violet-backed Sunbird	NULL
Anthreptes malacensis	Nectariniidae	Brown-throated Sunbird	NULL
Anthreptes neglectus	Nectariniidae	Uluguru Violet-backed Sunbird	NULL
Anthreptes orientalis	Nectariniidae	Eastern Violet-backed Sunbird	NULL
Anthreptes rectirostris	Nectariniidae	Yellow-chinned Sunbird	NULL
Anthreptes reichenowi	Nectariniidae	Plain-backed Sunbird	NULL
Anthreptes rhodolaemus	Nectariniidae	Red-throated Sunbird	NULL
Anthreptes rubritorques	Nectariniidae	Banded Green Sunbird	NULL
Anthreptes seimundi	Nectariniidae	Little Green Sunbird	NULL
Anthreptes simplex	Nectariniidae	Plain Sunbird	NULL
Anthreptes tephrolaemus	Nectariniidae	Grey-chinned Sunbird	NULL
Anthus antarcticus	Motacillidae	South Georgia Pipit	NULL
Anthus australis	Motacillidae	Australian Pipit	NULL
Anthus berthelotii	Motacillidae	Berthelot's Pipit	NULL
Anthus bogotensis	Motacillidae	Paramo Pipit	NULL
Anthus brachyurus	Motacillidae	Short-tailed Pipit	NULL
Anthus brevirostris	Motacillidae	Puna Pipit	NULL
Anthus caffer	Motacillidae	Bushveld Pipit	NULL
Anthus campestris	Motacillidae	Tawny Pipit	NULL
Anthus cervinus	Motacillidae	Red-throated Pipit	NULL
Anthus chacoensis	Motacillidae	Pampas Pipit	NULL
Anthus chii	Motacillidae	Yellowish Pipit	NULL
Anthus chloris	Motacillidae	Yellow-breasted Pipit	NULL
Anthus cinnamomeus	Motacillidae	African Pipit	NULL
Anthus correndera	Motacillidae	Correndera Pipit	NULL
Anthus crenatus	Motacillidae	African Rock Pipit	NULL
Anthus furcatus	Motacillidae	Short-billed Pipit	NULL
Anthus godlewskii	Motacillidae	Blyth's Pipit	NULL
Anthus gustavi	Motacillidae	Pechora Pipit	NULL
Anthus gutturalis	Motacillidae	Alpine Pipit	NULL
Anthus hellmayri	Motacillidae	Hellmayr's Pipit	NULL
Anthus hodgsoni	Motacillidae	Olive-backed Pipit	NULL
Anthus hoeschi	Motacillidae	Mountain Pipit	NULL
Anthus leucophrys	Motacillidae	Plain-backed Pipit	NULL
Anthus lineiventris	Motacillidae	Striped Pipit	NULL
Anthus melindae	Motacillidae	Malindi Pipit	NULL
Anthus nattereri	Motacillidae	Ochre-breasted Pipit	NULL
Anthus nicholsoni	Motacillidae	Nicholson's Pipit	NULL
Anthus nilghiriensis	Motacillidae	Nilgiri Pipit	NULL
Anthus novaeseelandiae	Motacillidae	New Zealand Pipit	NULL
Anthus nyassae	Motacillidae	Wood Pipit	NULL
Anthus pallidiventris	Motacillidae	Long-legged Pipit	NULL
Anthus peruvianus	Motacillidae	Peruvian Pipit	NULL
Anthus petrosus	Motacillidae	European Rock Pipit	NULL
Anthus pratensis	Motacillidae	Meadow Pipit	NULL
Anthus richardi	Motacillidae	Richard's Pipit	NULL
Anthus roseatus	Motacillidae	Rosy Pipit	NULL
Anthus rubescens	Motacillidae	Buff-bellied Pipit	NULL
Anthus ruficollis	Motacillidae	Madanga	NULL
Anthus rufulus	Motacillidae	Paddyfield Pipit	NULL
Anthus similis	Motacillidae	Long-billed Pipit	NULL
Anthus sokokensis	Motacillidae	Sokoke Pipit	NULL
Anthus spinoletta	Motacillidae	Water Pipit	NULL
Anthus spragueii	Motacillidae	Sprague's Pipit	NULL
Anthus sylvanus	Motacillidae	Upland Pipit	NULL
Anthus trivialis	Motacillidae	Tree Pipit	NULL
Anthus vaalensis	Motacillidae	Buffy Pipit	NULL
Antigone antigone	Gruidae	Sarus Crane	NULL
Antigone canadensis	Gruidae	Sandhill Crane	NULL
Antigone rubicunda	Gruidae	Brolga	NULL
Antigone vipio	Gruidae	White-naped Crane	NULL
Antilophia bokermanni	Pipridae	Araripe Manakin	NULL
Antilophia galeata	Pipridae	Helmeted Manakin	NULL
Antrostomus arizonae	Caprimulgidae	Mexican Whip-poor-will	NULL
Antrostomus badius	Caprimulgidae	Yucatan Nightjar	NULL
Antrostomus carolinensis	Caprimulgidae	Chuck-will's-widow	NULL
Antrostomus cubanensis	Caprimulgidae	Cuban Nightjar	NULL
Antrostomus ekmani	Caprimulgidae	Hispaniolan Nightjar	NULL
Antrostomus noctitherus	Caprimulgidae	Puerto Rican Nightjar	NULL
Antrostomus ridgwayi	Caprimulgidae	Buff-collared Nightjar	NULL
Antrostomus rufus	Caprimulgidae	Rufous Nightjar	NULL
Antrostomus salvini	Caprimulgidae	Tawny-collared Nightjar	NULL
Antrostomus saturatus	Caprimulgidae	Dusky Nightjar	NULL
Antrostomus sericocaudatus	Caprimulgidae	Silky-tailed Nightjar	NULL
Antrostomus vociferus	Caprimulgidae	Eastern Whip-poor-will	NULL
Anumara forbesi	Icteridae	Forbes's Blackbird	NULL
Anumbius annumbi	Furnariidae	Firewood-gatherer	NULL
Apalharpactes mackloti	Trogonidae	Sumatran Trogon	NULL
Apalharpactes reinwardtii	Trogonidae	Javan Trogon	NULL
Apalis alticola	Cisticolidae	Brown-headed Apalis	NULL
Apalis argentea	Cisticolidae	Kungwe Apalis	NULL
Apalis bamendae	Cisticolidae	Bamenda Apalis	NULL
Apalis binotata	Cisticolidae	Lowland Masked Apalis	NULL
Apalis chapini	Cisticolidae	Chapin's Apalis	NULL
Apalis chariessa	Cisticolidae	White-winged Apalis	NULL
Apalis chirindensis	Cisticolidae	Chirinda Apalis	NULL
Apalis cinerea	Cisticolidae	Grey Apalis	NULL
Apalis flavida	Cisticolidae	Yellow-breasted Apalis	NULL
Apalis flavigularis	Cisticolidae	Yellow-throated Apalis	NULL
Apalis flavocincta	Cisticolidae	Brown-tailed Apalis	NULL
Apalis fuscigularis	Cisticolidae	Taita Apalis	NULL
Apalis goslingi	Cisticolidae	Gosling's Apalis	NULL
Apalis jacksoni	Cisticolidae	Black-throated Apalis	NULL
Apalis kaboboensis	Cisticolidae	Kabobo Apalis	NULL
Apalis karamojae	Cisticolidae	Karamoja Apalis	NULL
Apalis lynesi	Cisticolidae	Namuli Apalis	NULL
Apalis melanocephala	Cisticolidae	Black-headed Apalis	NULL
Apalis nigriceps	Cisticolidae	Black-capped Apalis	NULL
Apalis personata	Cisticolidae	Mountain Masked Apalis	NULL
Apalis porphyrolaema	Cisticolidae	Chestnut-throated Apalis	NULL
Apalis ruddi	Cisticolidae	Rudd's Apalis	NULL
Apalis rufogularis	Cisticolidae	Buff-throated Apalis	NULL
Apalis sharpii	Cisticolidae	Sharpe's Apalis	NULL
Apalis thoracica	Cisticolidae	Bar-throated Apalis	NULL
Apaloderma aequatoriale	Trogonidae	Bare-cheeked Trogon	NULL
Apaloderma narina	Trogonidae	Narina Trogon	NULL
Apaloderma vittatum	Trogonidae	Bar-tailed Trogon	NULL
Apalopteron familiare	Zosteropidae	Bonin White-eye	NULL
Aphanapteryx bonasia	Rallidae	Red Rail	NULL
Aphanocrex podarces	Rallidae	St. Helena Rail	NULL
Aphanotriccus audax	Tyrannidae	Black-billed Flycatcher	NULL
Aphanotriccus capitalis	Tyrannidae	Tawny-chested Flycatcher	NULL
Aphelocephala leucopsis	Acanthizidae	Southern Whiteface	NULL
Aphelocephala nigricincta	Acanthizidae	Banded Whiteface	NULL
Aphelocephala pectoralis	Acanthizidae	Chestnut-breasted Whiteface	NULL
Aphelocoma californica	Corvidae	California Scrub Jay	NULL
Aphelocoma coerulescens	Corvidae	Florida Scrub Jay	NULL
Aphelocoma insularis	Corvidae	Island Scrub Jay	NULL
Aphelocoma ultramarina	Corvidae	Transvolcanic Jay	NULL
Aphelocoma unicolor	Corvidae	Unicolored Jay	NULL
Aphelocoma wollweberi	Corvidae	Mexican Jay	NULL
Aphelocoma woodhouseii	Corvidae	Woodhouse's Scrub Jay	NULL
Aphrastura masafuerae	Furnariidae	Masafuera Rayadito	NULL
Aphrastura spinicauda	Furnariidae	Thorn-tailed Rayadito	NULL
Aphrodroma brevirostris	Procellariidae	Kerguelen Petrel	NULL
Aplonis atrifusca	Sturnidae	Samoan Starling	NULL
Aplonis brunneicapillus	Sturnidae	White-eyed Starling	NULL
Aplonis cantoroides	Sturnidae	Singing Starling	NULL
Aplonis cinerascens	Sturnidae	Rarotonga Starling	NULL
Aplonis circumscripta	Sturnidae	Violet-hooded Starling	NULL
Aplonis corvina	Sturnidae	Kosrae Starling	NULL
Aplonis crassa	Sturnidae	Tanimbar Starling	NULL
Aplonis dichroa	Sturnidae	Makira Starling	NULL
Aplonis feadensis	Sturnidae	Atoll Starling	NULL
Aplonis fusca	Sturnidae	Tasman Starling	NULL
Aplonis grandis	Sturnidae	Brown-winged Starling	NULL
Aplonis insularis	Sturnidae	Rennell Starling	NULL
Aplonis magna	Sturnidae	Long-tailed Starling	NULL
Aplonis mavornata	Sturnidae	Mauke Starling	NULL
Aplonis metallica	Sturnidae	Metallic Starling	NULL
Aplonis minor	Sturnidae	Short-tailed Starling	NULL
Aplonis mysolensis	Sturnidae	Moluccan Starling	NULL
Aplonis mystacea	Sturnidae	Yellow-eyed Starling	NULL
Aplonis opaca	Sturnidae	Micronesian Starling	NULL
Aplonis panayensis	Sturnidae	Asian Glossy Starling	NULL
Aplonis pelzelni	Sturnidae	Pohnpei Starling	NULL
Aplonis santovestris	Sturnidae	Mountain Starling	NULL
Aplonis striata	Sturnidae	Striated Starling	NULL
Aplonis tabuensis	Sturnidae	Polynesian Starling	NULL
Aplonis ulietensis	Sturnidae	Raiatea Starling	NULL
Aplonis zelandica	Sturnidae	Rusty-winged Starling	NULL
Aprositornis disjuncta	Thamnophilidae	Yapacana Antbird	NULL
Aprosmictus erythropterus	Psittaculidae	Red-winged Parrot	NULL
Aprosmictus jonquillaceus	Psittaculidae	Jonquil Parrot	NULL
Aptenodytes forsteri	Spheniscidae	Emperor Penguin	NULL
Aptenodytes patagonicus	Spheniscidae	King Penguin	NULL
Aptenorallus calayanensis	Rallidae	Calayan Rail	NULL
Apteryx australis	Apterygidae	Southern Brown Kiwi	NULL
Apteryx haastii	Apterygidae	Great Spotted Kiwi	NULL
Apteryx mantelli	Apterygidae	North Island Brown Kiwi	NULL
Apteryx owenii	Apterygidae	Little Spotted Kiwi	NULL
Apteryx rowi	Apterygidae	Okarito Kiwi	NULL
Apus acuticauda	Apodidae	Dark-rumped Swift	NULL
Apus affinis	Apodidae	Little Swift	NULL
Apus alexandri	Apodidae	Cape Verde Swift	NULL
Apus apus	Apodidae	Common Swift	NULL
Apus balstoni	Apodidae	Malagasy Black Swift	NULL
Apus barbatus	Apodidae	African Black Swift	NULL
Apus batesi	Apodidae	Bates's Swift	NULL
Apus berliozi	Apodidae	Forbes-Watson's Swift	NULL
Apus bradfieldi	Apodidae	Bradfield's Swift	NULL
Apus caffer	Apodidae	White-rumped Swift	NULL
Apus cooki	Apodidae	Cook's Swift	NULL
Apus horus	Apodidae	Horus Swift	NULL
Apus leuconyx	Apodidae	Blyth's Swift	NULL
Apus niansae	Apodidae	Nyanza Swift	NULL
Apus nipalensis	Apodidae	House Swift	NULL
Apus pacificus	Apodidae	Pacific Swift	NULL
Apus pallidus	Apodidae	Pallid Swift	NULL
Apus salimalii	Apodidae	Salim Ali's Swift	NULL
Apus sladeniae	Apodidae	Fernando Po Swift	NULL
Apus unicolor	Apodidae	Plain Swift	NULL
Aquila adalberti	Accipitridae	Spanish Imperial Eagle	NULL
Aquila africana	Accipitridae	Cassin's Hawk-Eagle	NULL
Aquila audax	Accipitridae	Wedge-tailed Eagle	NULL
Aquila chrysaetos	Accipitridae	Golden Eagle	NULL
Aquila fasciata	Accipitridae	Bonelli's Eagle	NULL
Aquila gurneyi	Accipitridae	Gurney's Eagle	NULL
Aquila heliaca	Accipitridae	Eastern Imperial Eagle	NULL
Aquila nipalensis	Accipitridae	Steppe Eagle	NULL
Aquila rapax	Accipitridae	Tawny Eagle	NULL
Aquila spilogaster	Accipitridae	African Hawk-Eagle	NULL
Aquila verreauxii	Accipitridae	Verreaux's Eagle	NULL
Ara ambiguus	Psittacidae	Great Green Macaw	NULL
